accessionNumber,accessionYear,systemNumber,objectType,_primaryTitle,_primaryPlace,_primaryMaker__name,_primaryMaker__association,_primaryDate,_primaryImageId,_sampleMaterial,_sampleTechnique,_sampleStyle,_currentLocation__displayName,_objectContentWarning,_imageContentWarning
368E-1878,1878.0,O114826,Architecture,,Italy,"Martini, Francesco di Giorgio",maker,ca. 1483-1490,2008BR8738,Istrian stone,,,"Medieval & Renaissance, Room 50a, The Paul and Jill Ruddock Gallery",False,False
4254:1 to 43-1856,1856.0,O224984,Chimney piece,,Netherlands,Unknown,,ca. 1550,2007BM1375,marble,carving,,"Medieval & Renaissance, Room 62, The Foyle Foundation Gallery",False,False
6743-1859,1859.0,O93063,Tabernacle,,Fiesole,"Ferrucci, Andrea di Piero",maker,ca. 1480-1497,2007BM1896,marble,carving,,"Medieval & Renaissance, Room 50b, The Paul and Jill Ruddock Gallery",False,False
9145,,O77340,Design,"King William III, William of Orange",England,"Nost, John van (I)",maker,1689-1700,2006AM3018,pen and ink,drawing,,"British Galleries, Room 54",False,False
A.48-1935,1935.0,O130427,Head,Memento Mori head,France,Unknown,carvers,1450-1500,2023NN6512,quartz crystal,,,"Medieval & Renaissance, Room 10",False,False
A.681-1910,1910.0,O118597,Coin,Aureus of Hadrian,Rome,Unknown,,118 AD,2009CC5562,gold,,Roman,"Medieval & Renaissance, Room 8, The William and Eileen Ruddock Gallery",False,False
A.24-1926,1926.0,O94171,Panel,The Last Judgement,Constantinople,Unknown,,11th century,2009CA6726,ivory,,Byzantine,"Medieval & Renaissance, Room 8, The William and Eileen Ruddock Gallery",False,False
IS.54-1951,1951.0,O479064,Bust,,Mathura,Unknown,,,2010EA5788,terracotta,,Kushan,"Ceramics, Room 137, The Curtain Foundation Gallery",False,False
7426-1861,1861.0,O130542,Plaquette,Two Cupids,Germany,Unknown,,1535-1540,2008BU3740,bronze,cast,,"Medieval & Renaissance, Room 64, The Wolfson Gallery",False,False
885 to C-1884,1884.0,O107623,Panel,,Cairo,Unknown,made,ca. 1250-1350,2006AY3046,ivory,carved,Mamluk,"Islamic Middle East, Room 42, The Jameel Gallery",False,False
A.31-1964,1964.0,O205303,Relief,Virgin and Child,Naples,"Camaino, Tino di",maker,ca. 1330,2009CP6017,marble,carving,,"Medieval & Renaissance, Room 10",False,False
"A.40:0, 1-1950",1950.0,O39620,Bust and pedestal,Pope Sixtus V,Rome,"Torrigiani, Bastiano",sculptor,1585 - 1590,2008BV1204,bronze,gilding,,"Medieval & Renaissance, Room 62, The Foyle Foundation Gallery",False,False
4409-1857,1857.0,O87357,Lamp,Lamp in the form of a grotesque monster,Italy,Unknown,,ca. 1510-1530,2018KP5439,bronze,,Renaissance,"Medieval & Renaissance, Room 64, The Wolfson Gallery",False,False
A.425-1910,1910.0,O248710,Plaquette,The Virgin and Child with St Anthony Abbot and St Jerome,Verona,Moderno,maker,ca. 1490,2006AY3137,bronze,cast,Renaissance,"Medieval & Renaissance, Room 64, The Wolfson Gallery",False,False
A.150-1946,1946.0,O71288,Panel,The Legend of St Catherine: St Catherine in prison,England,Unknown,,15th century,2009CA2873,alabaster,carving,Medieval,"Medieval & Renaissance, Room 10",False,False
254-1867,1867.0,O137851,Panel,,Reims,Unknown,,ca. 800,2009CD6168,Ivory,Carving,,"Medieval & Renaissance, Room 8, The William and Eileen Ruddock Gallery",False,False
2413-1856,1856.0,O122364,Figure,St Anthony the Abbot,Florence,"Buglioni, Benedetto",maker,ca.1500-1520,2009CR7689,terracotta,enamelling,,"Medieval & Renaissance, Room 50b, The Paul and Jill Ruddock Gallery",False,False
1565-1882,1882.0,O110314,Figure of Bodhidharma,Bodhidharma,China,Unknown,maker,1760-1800,2006BB9341,nephrite,carved,Qing,"China, Room 44",False,False
A.1-1962,1962.0,O313243,Bust,Marguérite Le Comte,France,"Coustou II, Guillaume",sculptor,ca. 1750,2015HU5635,bronze,,,"Europe 1600-1815, Room 4",False,False
REPRO.1884-82,1884.0,O40983,Electrotype,Boy blowing a trumpet,Birmingham,"Tacca, Pietro",sculptor,1620,2007BM5860,,electrotyping,,"Cast Courts, Room 46b, The Weston Cast Court ",False,False
REPRO.1865-47,1865.0,O41509,Candelabrum,Candelabrum,London,"da Rovezzano, Benedetto",sculptor,1530-1536,2007BM5764,plaster,casting,,"Cast Courts, Room 46b, The Weston Cast Court ",False,False
5896-1859,1859.0,O16281,Chimney piece,,Florence,Desiderio da Settignano,workshop of,ca. 1466-ca. 1470,2009CP4883,sandstone,carving,,"Medieval & Renaissance, Room 64, The Wolfson Gallery",False,False
A.24-1959,1959.0,O349950,Bust,Jean-Rodolphe Perronet,Paris,"Pigalle, Jean-Baptiste",sculptor,1785,2008BW4819,bronze,,,"Europe 1600-1815, Room 4",False,False
49-1867,1867.0,O69579,Cup,,Nuremberg,"Schwanhardt, Georg (the elder)",maker,ca. 1650,2014HF4145,rock crystal,,,"Europe 1600-1815, Room 6, The Lisa and Bernard Selz Gallery",False,False
7528-1861,1861.0,O312601,Bust,A Muse,Italy,Unknown,,first half of 18th century,2018KY5288,marble,,,Display area west of Grand Entrance at base of stairs to room 58,False,False
A.17-1933,1933.0,O312073,Bust,Hercules,Mechelen,"Faydherbe, Lucas",maker,1640-1650,2015HV8719,terracotta,,,"Europe 1600-1815, Room 6, The Lisa and Bernard Selz Gallery",False,False
A.38-1921,1921.0,O69138,Figure group,The Good Shepherd,Goa,Unknown,,ca. 1650,2006AD1315,ivory,carving,Indo-Portuguese,"South Asia Gallery, Room 41",False,False
IS.178-1964,1964.0,O24883,Figure,Mahakala,Tibet,Unknown,,1650-1800,2011EM6873,clay,modelled,,"The Himalayas and South-East Asia, Room 47a",False,False
C.312-1915,1915.0,O34783,Figure,Lord Byron,Copenhagen,"Thorvaldsen, Bertel",sculptor,1835,2009CT3447,biscuit,,,"Ceramics, Room 139, The Curtain Foundation Gallery",False,False
A.209-1946,1946.0,O84717,Relief,Saint Michael Attacking the Dragon and Weighing a Soul,England,Unknown,,ca. 1430-1470,2009BY4615,alabaster,painting,,"Medieval & Renaissance, Room 10",False,False
IM.61-1929,1929.0,O76027,Figure,Ghantapada,Tibet,Unknown,,17th century,2009CB5334,Brass,cast,,"Buddhism, Room 17, The Robert H. N. Ho Family Foundation Galleries of Buddhist Art",False,False
451-1869,1869.0,O16237,Bust,Bust of a Young Man,Venice,Unknown,,first half of eighteenth century,2013GU9395,marble,carved,,"Europe 1600-1815, Room 7, The Sheikha Amna Bint Mohammed Al Thani Gallery",False,False
REPRO.A.1938-12,1938.0,O12505,Tomb,Tomb of Cardinal Ascanio Sforza,Florence,"Sansovino, Andrea",sculptor,1505-1509,2007BM5962,plaster,cast,,"Cast Courts, Room 46b, The Weston Cast Court ",False,False
IS.1065-1883,1883.0,O25018,Pillar,,Bihar,Unknown,,1st century BC-1st century AD,2006AW8824,,carving,Maurya -Sunga,"Buddhism, Room 20, The Robert H. N. Ho Family Foundation Galleries of Buddhist Art",False,False
IM.172-1913,1913.0,O24817,Mask,Bhairava,Nepal,Unknown,,17th century,2006AK9827,copper,repousse,Malla,"Buddhism, Room 17, The Robert H. N. Ho Family Foundation Galleries of Buddhist Art",False,False
A.3-1966,1966.0,O151880,Relief,Time and Death,Italy,"de Julianis, Caterina",maker,before 1727,2008BU5954,wax,modelled,Baroque,"Europe 1600-1815, Room 7, The Sheikha Amna Bint Mohammed Al Thani Gallery",False,False
IM.23-1910,1910.0,O121912,Figure,,Tibet,Unknown,,1200-1300,2017JW1460,pine,carving,,"Buddhism, Room 17, The Robert H. N. Ho Family Foundation Galleries of Buddhist Art",False,False
11-1872,1872.0,O92726,Devotional booklet,Devotional Booklet,Germany,Unknown,,ca. 1330 - ca. 1340,2006BC9499,ivory,carving,,"Medieval & Renaissance, Room 10",False,False
5894-1859,1859.0,O93047,Altar screen,The St Margaret Altarpiece,Germany,Unknown,,ca. 1520,2009CT3699,oak,painting,,"Medieval & Renaissance, Room 50b, The Paul and Jill Ruddock Gallery",False,False
A.25-1933,1933.0,O130100,Statuette,Virgin and Child,England,Unknown,carvers,ca. 1150,2009CA5292,ivory,carving,,"Medieval & Renaissance, Room 8, The William and Eileen Ruddock Gallery",False,False
A.2-1990,1990.0,O39634,Relief,Relief of Saint Peter,Ivychurch,Unknown,,ca. 1160,2009CE2276,oolitic limestone,carving,Romanesque,"Medieval & Renaissance, Room 8, The William and Eileen Ruddock Gallery",False,False
REPRO.1857A-161,1857.0,O85428,Fig leaf,Fig Leaf for <i>David</i>,London,D. Brucciani & Co.,makers,ca. 1857,2010EE4343,plaster,casting,,"Cast Courts, Room 46b, The Weston Cast Court ",False,False
218-1865,1865.0,O70467,Staff head,The  St Nicholas Crozier,Ile-de-France,Unknown,,ca. 1150-1170,2009CC6782,ivory,carving,,"Medieval & Renaissance, Room 8, The William and Eileen Ruddock Gallery",False,False
139-1866,1866.0,O69490,Consular Diptych,Rufus Gennadius Probus Orestes,Rome,Unknown,,530,2009CA7248,elephant ivory,carving,,"Medieval & Renaissance, Room 8, The William and Eileen Ruddock Gallery",False,False
1268&A-1886,1886.0,O128963,Statue,Diana Hunting,Rome,"Benzoni, Giovanni Maria",maker,1859,2006AP0540,marble,,,"British Galleries, Room 126",False,False
7231-1860,1860.0,O93208,Mosaic,The Annunciation,Istanbul (City),Unknown,,1300-1325,2017KK1831,gold,,Byzantine,"Medieval & Renaissance, Room 10",False,False
A.94-1927,1927.0,O77818,Bust,Jonathan Tyers,London,"Roubiliac, Louis François",modeller,ca. 1738,2006AM8561,terracotta,,,"British Galleries, Room 52, The George Levy Gallery",False,False
A.515-1910,1910.0,O96201,Gamespiece,Margarete von Frundsberg,Germany,"Hagenauer, Friedrich",artist,ca. 1550,2009CB7266,pearwood,,,"Medieval & Renaissance, Room 62, The Foyle Foundation Gallery",False,False
A.31-1931,1931.0,O8865,Bust,Mrs Freeman as Isis,England,"Damer, Anne Seymour",sculptor,ca. 1789,2006AM8942,marble,carving,,"British Galleries, Room 120, The Wolfson Galleries",False,False
75:1-1865,1865.0,O151873,Cup and cover,Cup and cover,Tuscany,"Ferdinando, Gran Principe",artist,1681,2012FU4753,ivory,,,"Europe 1600-1815, Room 6, The Lisa and Bernard Selz Gallery",False,False
FE.56-2003,2003.0,O101075,Figure,Flower goddess,Shiwan,"Zeng, Li",maker,2002,2006AF4338,stoneware,,,"China, Room 44",False,False
A.45-1978,1978.0,O96519,Cameo,Lady in a Veil,Italy,Unknown,,1550-1580,2006AF4669,Sardonyx,lapidary,,"Medieval & Renaissance, Room 62, The Foyle Foundation Gallery",False,False
215-1866,1866.0,O92548,Plaque,St John the Baptist and Four Saints,Constantinople,Unknown,,late 10th century,2009CA6725,ivory,gilding,Byzantine,"Medieval & Renaissance, Room 8, The William and Eileen Ruddock Gallery",False,False
A.8-1949,1949.0,O96343,Statuette,Satyr and Satyress,Padua,"Riccio, Andrea (Andrea Briosco)",maker,1510-1520,2008BU1476,bronze,casting,,"Medieval & Renaissance, Room 64, The Wolfson Gallery",False,False
149B-1866,1866.0,O92731,Panel,The Annunciation at the Spring,Lower Rhine,Unknown,,ca. 800,2009CA7240,ivory,carving,Carolingian,"Medieval & Renaissance, Room 8, The William and Eileen Ruddock Gallery",False,False
REPRO.1889-98,1889.0,O12517,Relief,Virgin and child,Florence,Mino da Fiesole,sculptor,Second half of the Fifteenth century,2007BM5894,plaster,casting,,"Cast Courts, Room 46b, The Weston Cast Court ",False,False
A.43-1928,1928.0,O106988,Statuette,Christ as the Good Shepherd,Goa,Unknown,,ca. 1650,2006AD1326,ivory,carving,Indo-Portuguese,"South Asia Gallery, Room 41",False,False
REPRO.1890-21,1890.0,O12523,Relief,Virgin and Child,Florence (city),Desiderio da Settignano,sculptor,3rd quarter 15th century,2007BM5904,plaster,casting,,"Cast Courts, Room 46b, The Weston Cast Court ",False,False
REPRO.1890-13,1890.0,O12514,Relief,Virgin and child,Florence,Mino da Fiesole,sculptor,Second half of the 15th century,2007BM5900,plaster,casting,,"Cast Courts, Room 46b, The Weston Cast Court ",False,False
A.10-1960,1960.0,O117869,Coin,Gold nomisma (hyperpyron),Istanbul (City),Unknown,,1081-1118,2008BU3744,gold,struck,,"Medieval & Renaissance, Room 8, The William and Eileen Ruddock Gallery",False,False
273-1867,1867.0,O92605,Panel,Christ enthroned,Constantinople,Unknown,,mid 10th century to second half 10th century,2009CB7522,ivory,,Byzantine,"Medieval & Renaissance, Room 8, The William and Eileen Ruddock Gallery",False,False
901-1907,1905.0,O119344,Relief,The Trinity,England,Unknown,,1480-1500,2008BR8746,alabaster,carving,,"Medieval & Renaissance, Room 10",False,False
A.28-1984,1984.0,O198176,Figure group,The Mount of the Good Shepherd,Goa,Unknown,,ca.1650,2006AD1301,ivory,carving,Indo-Portuguese,"South Asia Gallery, Room 41",False,False
152-1879,1879.0,O129351,Panel,The Ascension,Constantinople,Unknown,,first half of 11th century,2009CB7514,ivory,Carving,Byzantine,"Medieval & Renaissance, Room 8, The William and Eileen Ruddock Gallery",False,False
237C-1867,1867.0,O88284,Polyptych,Polyptych,Paris,Unknown,,1300-1325,2013GA0339,ivory,relief,,"Medieval & Renaissance, Room 10",False,False
637-1897,1897.0,O71875,Statuette,The Virgin and Child,Mechelen,Unknown,,ca. 1510,2006AL5798,walnut,painting,,"Medieval & Renaissance, Room 10",False,False
4312-1856,1856.0,O111822,Mosaic head,,Ravenna (city),Unknown,,ca. 545,2006AT4146,glass,mosaic,,"Medieval & Renaissance, Room 8, The William and Eileen Ruddock Gallery",False,False
5-1890,1890.0,O93895,Relief,Virgin and Child with the young St John the Baptist,Florence,"da Maiano, Benedetto",after,1475-1500,2006AE9826,Terracotta,Painted,,"Medieval & Renaissance, Room 64a, The Robert H. Smith Gallery",False,False
REPRO.1866-47,1866.0,O40751,Relief,Lamentation over the dead Christ,Milan,"Mantegazza, Antonio",sculptor,4th quarter 15th century,2007BM5775,plaster,casting,,"Cast Courts, Room 46b, The Weston Cast Court ",False,False
REPRO.1882-25,1882.0,O40815,Panel,Christ Among the Doctors,Florence (city),"Ghiberti, Lorenzo",sculptor,1403-1424,2007BM5830,plaster,casting,,"Cast Courts, Room 46b, The Weston Cast Court ",False,False
A.6-1913,1913.0,O96292,Relief,Virgin and Child,Lombardy,Unknown,,ca. 1160-1180,2006AF3444,marble,carved,,"Medieval & Renaissance, Room 8, The William and Eileen Ruddock Gallery",False,False
REPRO.1858-279,1858.0,O40754,Relief,The Virgin and Child with two Angels,Venice,Master of the Mascoli Altarpiece,sculptor,after 1422,2007BM5745,,,,"Cast Courts, Room 46b, The Weston Cast Court ",False,False
257-1867,1867.0,O88288,Panel,Christ in the House of Simon and the Entry into Jerusalem (obv.),Metz,Unknown,,ca. 870-880,2009CA5508,ivory,relief,,"Medieval & Renaissance, Room 8, The William and Eileen Ruddock Gallery",False,False
A.11-1960,1960.0,O118316,Coin (nomismata),Gold nomisma (hyperpyron),Istanbul (City),Unknown,,1118-ca. 1122,2009CC5559,gold,striking (metal-working),,"Medieval & Renaissance, Room 8, The William and Eileen Ruddock Gallery",False,False
8377-1863,1863.0,O125181,Roundel,Virgin and Child,Lombardy,"Amadeo, Giovanni Antonio",style of,ca. 1500,2018KY8829,marble,carving,,"Medieval & Renaissance, Room 64b, The Simon Sainsbury Gallery",False,False
REPRO.1890-37,1890.0,O41591,Relief,Virgin and Child,Florence (city),Desiderio da Settignano,sculptor,3rd quarter 15th century,2007BM5908,plaster,casting,,"Cast Courts, Room 46b, The Weston Cast Court ",False,False
93-1882,1882.0,O93426,Relief,Virgin and Child with Saints and Angels,Florence,Donatello,after,ca. 1426-30,2006AF3677,,,,"Medieval & Renaissance, Room 64a, The Robert H. Smith Gallery",False,False
7564-1861,1861.0,O16291,Relief,Virgin and Child with two angels,Pisa,Master of the San Michele in Borgo Pulpit,sculptor,1315-36,2009CR1622,marble,carving,,"Medieval & Renaissance, Room 10",False,False
A.1-1932,1932.0,O16282,Relief,The Virgin and Child (Verona Madonna),Padua,Donatello,after,1450-1475,2006BB2664,stucco,cast,,"Medieval & Renaissance, Room 64a, The Robert H. Smith Gallery",False,False
REPRO.1864-129,1864.0,O12516,Relief,Virgin and Child,Lucca (town),"Civitali, Matteo",sculptor,second half 15th century,2007BM5753,,,,"Cast Courts, Room 46b, The Weston Cast Court ",False,False
1-1872,1872.0,O130103,Panel,Scenes from The Passion of Christ,Lower Rhine,Unknown,,ca. 980-1000,2009CA7133,ivory,Carving,,"Medieval & Renaissance, Room 8, The William and Eileen Ruddock Gallery",False,False
REPRO.A.1916-2958,1916.0,O40831,Relief,Virgin and Child enthroned between a saint and a bishop saint presenting a kneeling donor,Venice,Unknown,,mid 14th century,2007BM5960,,,,"Cast Courts, Room 46b, The Weston Cast Court ",False,False
149A-1866,1866.0,O92728,Panel,The Nativity and the Adoration of the Magi,Lower Rhine,Unknown,,ca. 800,2009CA7229,ivory,,Carolingian,"Medieval & Renaissance, Room 8, The William and Eileen Ruddock Gallery",False,False
A.46-1978,1978.0,O95091,House altar,The Crucifixion,Dieppe,"Belleteste, Jean-Antoine",maker,ca. 1760 - ca. 1790,2011FC7411,ivory,carving,,"Europe 1600-1815, Room 3",False,False
REPRO.1884-644,1884.0,O41589,Relief,Virgin and Child,Siena (town),"dei Tolomei, Antonio Federighi",sculptor,Second half fifteenth century,2007BM5843,,,,"Cast Courts, Room 46b, The Weston Cast Court ",False,False
7599-1861,1861.0,O70273,Model,Model for the funerary monument to Cardinal Niccolo Forteguerri,Florence,"Verrocchio, Andrea del",maker,ca. 1476,2006AL6114,terracotta,,,"Medieval & Renaissance, Room 64, The Wolfson Gallery",False,False
M.232&A-1919,1919.0,O96868,Pair of pistols,,Germany,Unknown,,1600-1610,2012FV4986,steel,inlay,,"Europe 1600-1815, Room 6, The Lisa and Bernard Selz Gallery",False,False
A.23:1-1959,1959.0,O347710,Relief,David Dancing before the Arc,Rome,"Cafà, Melchiorre",style of,ca. 1660 - ca. 1665,2011FB2653,terracotta,,,"Europe 1600-1815, Room 7, The Sheikha Amna Bint Mohammed Al Thani Gallery",False,False
"W.6:1,2-2012",2012.0,O1247691,table,,Venice,"Lucci, Lucio de'",made,1680-1700,2013GF0017,boxwood,carving,,"Europe 1600-1815, Room 7, The Sheikha Amna Bint Mohammed Al Thani Gallery",False,False
M.57-1981,1981.0,O93054,Door knocker,,Birmingham,"Hermes, Gertrude (RA)",designer,1935,2006AE4032,brass,casting,Art Deco,"Metalware, Room 116, The Belinda Gentle Gallery",False,False
368-1878,1878.0,O114820,Architecture,,Urbino,"Martini, Francesco di Giorgio",maker,ca. 1483-1490,2017JW1616,Istrian stone,,,"Medieval & Renaissance, Room 50a, The Paul and Jill Ruddock Gallery",False,False
C.131&A-1934,1934.0,O100196,Teapot and cover,Theiere Ronde,France,Vincennes porcelain factory,manufacturer,ca. 1745-ca. 1750,2006BF4254,soft paste porcelain,painted,,"Ceramics, Room 139, The Curtain Foundation Gallery",False,False
M.21-2025,2025.0,O1798949,teapot,Golden Moment Teapot,Leicester,Rajesh Gogna,designed and made by,2024,2025PJ3972,aluminium,raising,,"Silver, Room 66",False,False
REPRO.1894-66,1894.0,O128364,Pictish Cross,,Edinburgh,Brucciani,made,ca. 1894,2006BK4606,plaster,casting,,"Cast Courts, The Ruddock Family Cast Court, Room 46A",False,False
REPRO.1864:2-144,1864.0,O128243,Chimney,Chimneypiece from the  Château of the Seigneur de Villeroy,Paris,Monsieur Toquiere,caster,ca. 1864,2006BK4533,Plaster,casting,,"Cast Courts, The Ruddock Family Cast Court, Room 46A",False,False
REPRO.1862-2671,1862.0,O40948,Colonette,,Paris,,,ca. 1862,2006BK4518,plaster,casting,,"Cast Courts, The Ruddock Family Cast Court, Room 46A",False,False
REPRO.1893-2,1893.0,O40891,Portal,,Paris,Messrs. Jean Pouzadoux,casters,ca. 1893,2006BK4605,plaster,casting,,"Cast Courts, The Ruddock Family Cast Court, Room 46A",False,False
"REPRO.1858:1, 2-277",1858.0,O96525,Effigy,Queen Eleanor of Castile,London,"Torel, William",sculptor,ca. 1858,2006BK4516,plaster,casting,,"Cast Courts, The Ruddock Family Cast Court, Room 46A",False,False
REPRO.1851-17,1851.0,O114138,Frieze,,London,"Lombardo, Tullio",made,1851,2006AA6431,plaster,casting,,"Cast Courts, Room 46, The Chitra Nirmal Sethia Gallery",False,False
REPRO.1884-676,1884.0,O40932,Archway,Fame,Paris,"Goujon, Jean",sculptor,ca. 1884,2006BK4585,plaster,casting,,"Cast Courts, The Ruddock Family Cast Court, Room 46A",False,False
REPRO.1867-5,1867.0,O41512,Statue,Perseus Fountain,Germany,S.N. Mark,caster,ca. 1867,2006BK4549,plaster,casting,,"Cast Courts, The Ruddock Family Cast Court, Room 46A",False,False
REPRO.A.1916-278,1916.0,O40890,Door jamb,,London,Sir George Gilbert Scott,caster,ca. 1850-1900,2006BK4645,plaster,casting,,"Cast Courts, The Ruddock Family Cast Court, Room 46A",False,False
REPRO.A.1916-277,1916.0,O40858,Door jamb,,London,Sir George Gilbert Scott,caster,ca. 1850-1900,2006BK4644,plaster,casting,,"Cast Courts, The Ruddock Family Cast Court, Room 46A",False,False
REPRO.1902-70,1902.0,O128072,Roodscreen,,Brussels,,,ca. 1901,2019MA8424,plaster,casting,,"Cast Courts, The Ruddock Family Cast Court, Room 46A",False,False
REPRO.1884-677,1884.0,O40933,Archway,Peace,Paris,"Goujon, Jean",sculptor,ca. 1884,2006BK4585,plaster,casting,,"Cast Courts, The Ruddock Family Cast Court, Room 46A",False,False
REPRO.A.1916-352,1916.0,O128199,Capital,Episodes from the story of the Apple Stealers,London,,,ca. 1850,2006BK4652,plaster,casting,,"Cast Courts, The Ruddock Family Cast Court, Room 46A",False,False
REPRO.1892-3,1892.0,O40956,Portal,,England,Messrs. Jean Pouzadoux,casters,ca. 1892,2006BK4600,plaster,casting,,"Cast Courts, The Ruddock Family Cast Court, Room 46A",False,False
REPRO.1894-61,1894.0,O128367,Cross,The Ruthwell Cross,Ruthwell,"Arrighi, Leopoldo",caster,ca. 1894,2006BK4604,plaster,casting,,"Cast Courts, The Ruddock Family Cast Court, Room 46A",False,False
